State_ebay,State_amaz,,ebay,amaz,lat,long
Virginia,Pennsylvania,1507,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Connecticut,1510,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Hawaii,1510,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,California,1511,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Maryland,1513,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Maryland,1513,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,Florida,1516,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Georgia,1516,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Alabama,1517,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Colorado,1518,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,Delaware,1518,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Maryland,1518,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Georgia,1520,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Pennsylvania,1520,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,Maryland,1521,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,California,1522,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Maryland,1522,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Nevada,1522,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,1522,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,California,1523,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Minnesota,1524,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Washington,1525,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,California,1526,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New Jersey,1529,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Kansas,1530,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Minnesota,1530,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Delaware,1531,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Maryland,1533,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,South Carolina,1533,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Washington,1533,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,North Carolina,1534,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Connecticut,1536,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,South Carolina,1536,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Georgia,1537,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Illinois,1537,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Delaware,1538,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Georgia,1538,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,New Jersey,1538,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Colorado,1540,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,North Carolina,1540,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Arizona,1541,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Georgia,1542,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New Jersey,1544,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Pennsylvania,1544,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Alabama,1546,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Pennsylvania,1546,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Nevada,1548,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Washington,Nevada,1548,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Pennsylvania,1548,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Nevada,1552,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Alabama,1553,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Delaware,1554,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Florida,1554,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Illinois,1555,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,New Jersey,1561,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,New York,1561,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Colorado,1563,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Colorado,1564,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Virginia,1565,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Georgia,1566,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Maryland,1566,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Connecticut,1567,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Florida,1570,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Florida,1570,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Pennsylvania,1573,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Connecticut,1574,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Hawaii,1575,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Georgia,1576,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,New York,1580,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New Jersey,1581,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Alabama,1583,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,New York,1584,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,New Jersey,1585,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Colorado,1587,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New York,1587,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Delaware,1588,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Georgia,1589,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,New Jersey,1589,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Hawaii,1590,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Pennsylvania,1590,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,Hawaii,1591,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Maryland,1591,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New York,1591,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Illinois,1594,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Washington,1594,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Delaware,1595,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Colorado,1596,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Georgia,1596,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,California,1598,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,California,1598,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
North Carolina,Connecticut,1599,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Maryland,1599,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Georgia,1601,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,New Jersey,1601,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Colorado,1602,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Hawaii,1603,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Massachusetts,1603,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,California,1606,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Kansas,1608,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Colorado,1609,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New York,1612,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Colorado,1614,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Nevada,1614,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Colorado,1616,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Alabama,1617,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Connecticut,1618,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,New Jersey,1619,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Nevada,1620,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Georgia,1621,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,New Jersey,1622,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
South Carolina,Virginia,1624,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Pennsylvania,New York,1628,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,Nevada,1630,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Florida,1631,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Minnesota,1632,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Pennsylvania,1632,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Pennsylvania,1634,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Connecticut,1635,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Connecticut,1635,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Florida,1636,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New Jersey,1637,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Maryland,1641,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Washington,1642,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Colorado,1643,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Maryland,1645,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,New York,1645,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,New York,1645,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Alabama,1646,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Georgia,1646,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Illinois,1646,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,California,1647,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Pennsylvania,1647,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,New York,1650,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Minnesota,1651,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New York,1651,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Florida,1652,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Washington,1652,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,California,1653,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Delaware,1653,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,California,1654,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Georgia,1654,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Illinois,1654,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Illinois,1656,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Nevada,1657,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Connecticut,1658,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Delaware,1658,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Minnesota,1658,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,New Jersey,1658,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Arizona,1660,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Georgia,1660,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Massachusetts,1660,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,1661,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Massachusetts,1661,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Virginia,1661,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Nevada,New Jersey,1662,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,1663,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Arizona,1664,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Washington,1664,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Georgia,1665,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Pennsylvania,1665,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Florida,1667,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Connecticut,Georgia,1667,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,New Jersey,1667,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Georgia,1671,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
North Carolina,Colorado,1672,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,North Carolina,1672,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Hawaii,1673,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Minnesota,1677,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Pennsylvania,1677,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Virginia,1677,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Connecticut,1680,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,1680,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Connecticut,1681,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,Illinois,1681,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,1682,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Hawaii,1683,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,New York,1684,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Hawaii,1685,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Pennsylvania,1686,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Georgia,1690,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,California,1691,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,New Jersey,1692,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,New York,1694,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,South Carolina,1694,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Maryland,1696,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Maryland,1697,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Massachusetts,1697,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,California,1698,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Minnesota,1699,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,New York,1699,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,California,1700,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Virginia,1700,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Michigan,1701,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Hawaii,Nevada,1702,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Arizona,1703,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,California,1704,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Maryland,1705,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Pennsylvania,1705,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,California,1708,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,Alabama,1710,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Pennsylvania,1710,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Illinois,Colorado,1711,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Arizona,1712,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
California,California,1712,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Delaware,1714,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Virginia,Georgia,1714,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Virginia,1714,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Michigan,1715,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Nevada,1717,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Minnesota,1718,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Pennsylvania,1719,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Nevada,1721,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Alabama,1723,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,California,1723,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,New York,1723,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,New York,1724,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Arizona,1725,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,California,1725,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Hawaii,1726,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New York,1727,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Massachusetts,1728,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Massachusetts,1728,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Florida,Alabama,1729,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,New Jersey,1734,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Georgia,Minnesota,1736,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Hawaii,1737,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New York,1737,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,Arizona,1739,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Florida,1739,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Colorado,1740,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Colorado,1741,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Illinois,1743,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Washington,1744,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,California,1745,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Massachusetts,1745,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Virginia,1746,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Massachusetts,1750,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Virginia,1753,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Minnesota,Colorado,1754,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Colorado,1754,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Washington,Massachusetts,1755,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Alabama,Minnesota,1757,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Colorado,Minnesota,1757,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New Jersey,1757,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New York,1757,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,New York,1758,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Washington,1758,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Hawaii,1759,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Washington,1759,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,New Jersey,1761,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,New York,1761,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Massachusetts,Hawaii,1764,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,New York,1764,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Pennsylvania,1764,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Michigan,1766,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Delaware,1767,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Minnesota,1767,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
New York,Connecticut,1768,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Minnesota,1768,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Alabama,1770,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Arizona,Alabama,1772,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Alabama,Washington,1773,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Massachusetts,1774,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,New York,1774,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Pennsylvania,1776,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Michigan,Pennsylvania,1776,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New Jersey,Colorado,1777,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Georgia,1777,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Connecticut,Massachusetts,1781,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,Nevada,1781,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Nevada,Alabama,1785,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
New Jersey,Massachusetts,1786,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Hawaii,New Jersey,1789,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,Virginia,1789,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Pennsylvania,1791,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Delaware,1792,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Maryland,California,1796,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Delaware,Maryland,1796,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Virginia,Nevada,1799,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Colorado,1802,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
New York,Alabama,1803,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
Massachusetts,Colorado,1803,"p	o	s	i	t	i	v	e","n	e	g	a	t	i	v	e",,
Maryland,Florida,1803,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Illinois,Georgia,1804,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
South Carolina,California,1805,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Illinois,1806,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Colorado,Connecticut,1807,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
California,Delaware,1807,"p	o	s	i	t	i	v	e","p	o	s	i	t	i	v	e",,
Georgia,Colorado,1808,"n	e	g	a	t	i	v	e","p	o	s	i	t	i	v	e",,
Pennsylvania,Connecticut,1808,"n	e	g	a	t	i	v	e","n	e	g	a	t	i	v	e",,
